0	+1.450447E-10
5	+1.452912E-10
10	+1.450260E-10
15	+1.452876E-10
20	+1.452778E-10
25	+1.452973E-10
30	+1.452945E-10
35	+1.453032E-10
40	+1.452923E-10
45	+1.452977E-10
50	+1.453077E-10
55	+1.452837E-10
60	+1.453073E-10
65	+1.453164E-10
70	+1.453268E-10
75	+1.453164E-10
80	+1.453093E-10
85	+1.453075E-10
90	+1.452916E-10
95	+1.453083E-10
100	+1.453002E-10
105	+1.453132E-10
110	+1.453052E-10
115	+1.453095E-10
